model,cohort,criterion,feature,rbo
gemini,proprietary,User Engagement,Rate movies,0.7568441918746756
gemini,proprietary,User Engagement,Keeping up with friends,0.6676434246877616
gemini,proprietary,User Engagement,Play games,0.5687250565922771
gemini,proprietary,User Engagement,Collaborate with others,0.6564420933492738
gemini,proprietary,User Engagement,Write notes,0.6444751964902486
gemini,proprietary,User Engagement,Search for offer on item,0.09089922819335308
gemini,proprietary,User Engagement,List items for sale,0.6442865898152824
gemini,proprietary,User Interface and Experience,Broadcast messages to multiple contacts,0.7341474636439987
gemini,proprietary,User Interface and Experience,Send files,0.6006980441770474
gemini,proprietary,User Interface and Experience,Watch streams,0.6568025356815425
gemini,proprietary,User Interface and Experience,Go Live,0.7512343541119436
gemini,proprietary,User Interface and Experience,Play playlist on shuffle mode,0.7830511298029353
gemini,proprietary,User Interface and Experience,Access to podcasts,0.678263864855162
gemini,proprietary,User Interface and Experience,Build photo collage,0.5184946209229522
gemini,proprietary,User Interface and Experience,Photo effects,0.5563501826957991
gemini,proprietary,User Interface and Experience,Access to movies,0.6505371407541074
gemini,proprietary,User Interface and Experience,Rate movies,0.594488806533954
gemini,proprietary,User Interface and Experience,Keeping up with friends,0.7256010251578475
gemini,proprietary,User Interface and Experience,Play games,0.1591822619127047
gemini,proprietary,User Interface and Experience,Collaborate with others,0.5497257191256384
gemini,proprietary,User Interface and Experience,Write notes,0.5659494456294013
gemini,proprietary,User Interface and Experience,Search for offer on item,0.21399641242656592
gemini,proprietary,User Interface and Experience,List items for sale,0.4913990555695331
gemini,proprietary,User Ratings,Broadcast messages to multiple contacts,0.21031057151387278
gemini,proprietary,User Ratings,Send files,0.36049545843032654
gemini,proprietary,User Ratings,Watch streams,0.45616361839783365
gemini,proprietary,User Ratings,Go Live,0.5116715054693656
gemini,proprietary,User Ratings,Play playlist on shuffle mode,0.167316880865339
gemini,proprietary,User Ratings,Access to podcasts,0.46315365099423855
gemini,proprietary,User Ratings,Build photo collage,0.2444633268149812
gemini,proprietary,User Ratings,Photo effects,0.4532376141393623
gemini,proprietary,User Ratings,Access to movies,0.3521476562079669
gemini,proprietary,User Ratings,Rate movies,0.5838769529283935
gemini,proprietary,User Ratings,Keeping up with friends,0.22224813835361418
gemini,proprietary,User Ratings,Play games,0.26989664938413416
gemini,proprietary,User Ratings,Collaborate with others,0.3521872943887025
gemini,proprietary,User Ratings,Write notes,0.37356859781883706
gemini,proprietary,User Ratings,Search for offer on item,0.14531144386359082
gemini,proprietary,User Ratings,List items for sale,0.4327905501787367
anthropic,proprietary,Accessibility Features,Broadcast messages to multiple contacts,0.7657579236271478
anthropic,proprietary,Accessibility Features,Send files,0.6283312303575691
anthropic,proprietary,Accessibility Features,Watch streams,0.4012682770921525
anthropic,proprietary,Accessibility Features,Go Live,0.6398541275297551
anthropic,proprietary,Accessibility Features,Play playlist on shuffle mode,0.9138446192706398
anthropic,proprietary,Accessibility Features,Access to podcasts,0.7776368074172291
anthropic,proprietary,Accessibility Features,Build photo collage,0.6549850102101993
anthropic,proprietary,Accessibility Features,Photo effects,0.37070225168836757
anthropic,proprietary,Accessibility Features,Access to movies,0.7451864543371042
anthropic,proprietary,Accessibility Features,Rate movies,0.8858604097694354
anthropic,proprietary,Accessibility Features,Keeping up with friends,0.8275614568786893
anthropic,proprietary,Accessibility Features,Play games,0.1697392126109288
anthropic,proprietary,Accessibility Features,Collaborate with others,0.5149258590604446
anthropic,proprietary,Accessibility Features,Write notes,0.6407560657890654
anthropic,proprietary,Accessibility Features,Search for offer on item,0.44022869651941876
anthropic,proprietary,Accessibility Features,List items for sale,0.7733965584914866
anthropic,proprietary,Cost and Pricing,Broadcast messages to multiple contacts,0.877689133081678
anthropic,proprietary,Cost and Pricing,Send files,0.21651242680418809
anthropic,proprietary,Cost and Pricing,Watch streams,0.5917121511207776
anthropic,proprietary,Cost and Pricing,Go Live,0.7048955376888449
anthropic,proprietary,Cost and Pricing,Play playlist on shuffle mode,0.8297545728881549
anthropic,proprietary,Cost and Pricing,Access to podcasts,0.8927552183967409
anthropic,proprietary,Cost and Pricing,Build photo collage,0.8595697647508203
anthropic,proprietary,Cost and Pricing,Photo effects,0.4365246261169464
anthropic,proprietary,Cost and Pricing,Access to movies,0.22986791654708877
anthropic,proprietary,Cost and Pricing,Rate movies,0.8694628994156005
anthropic,proprietary,Cost and Pricing,Keeping up with friends,0.7409417094617148
anthropic,proprietary,Cost and Pricing,Play games,0.32660428556972204
anthropic,proprietary,Cost and Pricing,Collaborate with others,0.5594097495722917
anthropic,proprietary,Cost and Pricing,Write notes,0.5290822127376044
anthropic,proprietary,Cost and Pricing,Search for offer on item,0.2765601206648751
anthropic,proprietary,Cost and Pricing,List items for sale,0.6790299710983472
anthropic,proprietary,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.8682281415551256
anthropic,proprietary,Cross-Platform Synchronization,Send files,0.3435899620565106
anthropic,proprietary,Cross-Platform Synchronization,Watch streams,0.4642658112906485
anthropic,proprietary,Cross-Platform Synchronization,Go Live,0.6337872346316603
anthropic,proprietary,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9309515326167795
anthropic,proprietary,Cross-Platform Synchronization,Access to podcasts,0.7759952662923775
anthropic,proprietary,Cross-Platform Synchronization,Build photo collage,0.7233755937690332
anthropic,proprietary,Cross-Platform Synchronization,Photo effects,0.5700391075309583
anthropic,proprietary,Cross-Platform Synchronization,Access to movies,0.8017480971911598
anthropic,proprietary,Cross-Platform Synchronization,Rate movies,0.7599578930705592
anthropic,proprietary,Cross-Platform Synchronization,Keeping up with friends,0.7157172998921869
anthropic,proprietary,Cross-Platform Synchronization,Play games,0.44495840012430266
anthropic,proprietary,Cross-Platform Synchronization,Collaborate with others,0.6726444386449333
anthropic,proprietary,Cross-Platform Synchronization,Write notes,0.5679391084653733
anthropic,proprietary,Cross-Platform Synchronization,Search for offer on item,0.572021150459974
anthropic,proprietary,Cross-Platform Synchronization,List items for sale,0.7039473099571757
anthropic,proprietary,Customer Support,Broadcast messages to multiple contacts,0.5912703380930863
anthropic,proprietary,Customer Support,Send files,0.4557908761763937
anthropic,proprietary,Customer Support,Watch streams,0.8576235960911793
anthropic,proprietary,Customer Support,Go Live,0.5915744537730155
anthropic,proprietary,Customer Support,Play playlist on shuffle mode,0.9317822810087033
anthropic,proprietary,Customer Support,Access to podcasts,0.8388025842632105
anthropic,proprietary,Customer Support,Build photo collage,0.4381950273464069
anthropic,proprietary,Customer Support,Photo effects,0.4703556423139667
anthropic,proprietary,Customer Support,Access to movies,0.7033965466545723
anthropic,proprietary,Customer Support,Rate movies,0.8752974140091141
anthropic,proprietary,Customer Support,Keeping up with friends,0.7215386754643479
anthropic,proprietary,Customer Support,Play games,0.0748949753499912
anthropic,proprietary,Customer Support,Collaborate with others,0.7500995890474121
anthropic,proprietary,Customer Support,Write notes,0.5784948796955811
anthropic,proprietary,Customer Support,Search for offer on item,0.4046653473318176
anthropic,proprietary,Customer Support,List items for sale,0.7168831648237152
anthropic,proprietary,Customization Options,Broadcast messages to multiple contacts,0.7055003276726955
anthropic,proprietary,Customization Options,Send files,0.4479623668343175
anthropic,proprietary,Customization Options,Watch streams,0.6954946165966379
anthropic,proprietary,Customization Options,Go Live,0.6764182171645773
anthropic,proprietary,Customization Options,Play playlist on shuffle mode,0.2804967635239031
anthropic,proprietary,Customization Options,Access to podcasts,0.30946147548757197
anthropic,proprietary,Customization Options,Build photo collage,0.3678516629123113
anthropic,proprietary,Customization Options,Photo effects,0.2140640408023254
anthropic,proprietary,Customization Options,Access to movies,0.34937914338828796
anthropic,proprietary,Customization Options,Rate movies,0.6943784501980406
anthropic,proprietary,Customization Options,Keeping up with friends,0.4093872200082357
anthropic,proprietary,Customization Options,Play games,0.3407753478509549
anthropic,proprietary,Customization Options,Collaborate with others,0.6428905716320605
anthropic,proprietary,Customization Options,Write notes,0.6234399636751864
anthropic,proprietary,Customization Options,Search for offer on item,0.2914703864862427
anthropic,proprietary,Customization Options,List items for sale,0.468998344632282
anthropic,proprietary,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.9074298608793293
anthropic,proprietary,Feature Breadth and Richness,Send files,0.22211507524188856
anthropic,proprietary,Feature Breadth and Richness,Watch streams,0.7794360577725671
anthropic,proprietary,Feature Breadth and Richness,Go Live,0.8394798621988043
anthropic,proprietary,Feature Breadth and Richness,Play playlist on shuffle mode,0.9040432040597934
anthropic,proprietary,Feature Breadth and Richness,Access to podcasts,0.924190232330354
anthropic,proprietary,Feature Breadth and Richness,Build photo collage,0.20604313961083853
anthropic,proprietary,Feature Breadth and Richness,Photo effects,0.3435158779461194
anthropic,proprietary,Feature Breadth and Richness,Access to movies,0.8725480414113926
anthropic,proprietary,Feature Breadth and Richness,Rate movies,0.8502879547319203
anthropic,proprietary,Feature Breadth and Richness,Keeping up with friends,0.6862984789537063
anthropic,proprietary,Feature Breadth and Richness,Play games,0.3793203854893793
anthropic,proprietary,Feature Breadth and Richness,Collaborate with others,0.7538431639274986
anthropic,proprietary,Feature Breadth and Richness,Write notes,0.8369099158622098
anthropic,proprietary,Feature Breadth and Richness,Search for offer on item,0.5339389073108124
anthropic,proprietary,Feature Breadth and Richness,List items for sale,0.8684794166718937
anthropic,proprietary,Integration with Other Services,Broadcast messages to multiple contacts,0.41051400918453596
anthropic,proprietary,Integration with Other Services,Send files,0.42438774510941984
anthropic,proprietary,Integration with Other Services,Watch streams,0.6041577327911943
anthropic,proprietary,Integration with Other Services,Go Live,0.6358122737592062
anthropic,proprietary,Integration with Other Services,Play playlist on shuffle mode,0.9069573604766877
anthropic,proprietary,Integration with Other Services,Access to podcasts,0.7965972638085058
anthropic,proprietary,Integration with Other Services,Build photo collage,0.7541228765974941
anthropic,proprietary,Integration with Other Services,Photo effects,0.222507443953981
anthropic,proprietary,Integration with Other Services,Access to movies,0.6364212505799556
anthropic,proprietary,Integration with Other Services,Rate movies,0.91216120914112
anthropic,proprietary,Integration with Other Services,Keeping up with friends,0.6968792274956749
anthropic,proprietary,Integration with Other Services,Play games,0.0408250411788774
anthropic,proprietary,Integration with Other Services,Collaborate with others,0.8444311394789298
anthropic,proprietary,Integration with Other Services,Write notes,0.5614081173048714
anthropic,proprietary,Integration with Other Services,Search for offer on item,0.4882731748276706
anthropic,proprietary,Integration with Other Services,List items for sale,0.6718114442088114
anthropic,proprietary,Performance and Stability,Broadcast messages to multiple contacts,0.941729656714505
anthropic,proprietary,Performance and Stability,Send files,0.23624605759849868
anthropic,proprietary,Performance and Stability,Watch streams,0.6320810521863368
anthropic,proprietary,Performance and Stability,Go Live,0.7395024530742951
anthropic,proprietary,Performance and Stability,Play playlist on shuffle mode,0.9463379197377857
anthropic,proprietary,Performance and Stability,Access to podcasts,0.8977068109259757
anthropic,proprietary,Performance and Stability,Build photo collage,0.8369758671447738
anthropic,proprietary,Performance and Stability,Photo effects,0.6069740195327318
anthropic,proprietary,Performance and Stability,Access to movies,0.8138050234129337
anthropic,proprietary,Performance and Stability,Rate movies,0.8293755352050561
anthropic,proprietary,Performance and Stability,Keeping up with friends,0.8083695921871104
anthropic,proprietary,Performance and Stability,Play games,0.7695982470777052
anthropic,proprietary,Performance and Stability,Collaborate with others,0.7113357344383349
anthropic,proprietary,Performance and Stability,Write notes,0.6319998728556117
anthropic,proprietary,Performance and Stability,Search for offer on item,0.4812169797730824
anthropic,proprietary,Performance and Stability,List items for sale,0.7934260341027898
anthropic,proprietary,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.9174649035564911
anthropic,proprietary,Platform and Device Compatibility,Send files,0.25247737944160914
anthropic,proprietary,Platform and Device Compatibility,Watch streams,0.661486754141476
anthropic,proprietary,Platform and Device Compatibility,Go Live,0.6621228149677247
anthropic,proprietary,Platform and Device Compatibility,Play playlist on shuffle mode,0.9333746499621308
anthropic,proprietary,Platform and Device Compatibility,Access to podcasts,0.9290296250161967
anthropic,proprietary,Platform and Device Compatibility,Build photo collage,0.5452482605030278
anthropic,proprietary,Platform and Device Compatibility,Photo effects,0.5707431737374697
anthropic,proprietary,Platform and Device Compatibility,Access to movies,0.8570475658646377
anthropic,proprietary,Platform and Device Compatibility,Rate movies,0.8235864257493491
anthropic,proprietary,Platform and Device Compatibility,Keeping up with friends,0.7636388769022205
anthropic,proprietary,Platform and Device Compatibility,Play games,0.6772242725122617
anthropic,proprietary,Platform and Device Compatibility,Collaborate with others,0.743925848752152
anthropic,proprietary,Platform and Device Compatibility,Write notes,0.5626206872382228
anthropic,proprietary,Platform and Device Compatibility,Search for offer on item,0.6151474659423107
anthropic,proprietary,Platform and Device Compatibility,List items for sale,0.8007057352018339
anthropic,proprietary,Popularity and Market Reach,Broadcast messages to multiple contacts,0.8284370050710496
anthropic,proprietary,Popularity and Market Reach,Send files,0.6099568344656642
anthropic,proprietary,Popularity and Market Reach,Watch streams,0.5796081930520677
anthropic,proprietary,Popularity and Market Reach,Go Live,0.6578324645174947
anthropic,proprietary,Popularity and Market Reach,Play playlist on shuffle mode,0.9320403661632432
anthropic,proprietary,Popularity and Market Reach,Access to podcasts,0.7369262289354426
anthropic,proprietary,Popularity and Market Reach,Build photo collage,0.15081154924783358
anthropic,proprietary,Popularity and Market Reach,Photo effects,0.295139606010881
anthropic,proprietary,Popularity and Market Reach,Access to movies,0.7935872565412897
anthropic,proprietary,Popularity and Market Reach,Rate movies,0.7913450803333588
anthropic,proprietary,Popularity and Market Reach,Keeping up with friends,0.6768699641431367
anthropic,proprietary,Popularity and Market Reach,Play games,0.6867699324616173
anthropic,proprietary,Popularity and Market Reach,Collaborate with others,0.6550888426520829
anthropic,proprietary,Popularity and Market Reach,Write notes,0.5836444309569049
anthropic,proprietary,Popularity and Market Reach,Search for offer on item,0.3923680586094378
anthropic,proprietary,Popularity and Market Reach,List items for sale,0.6727779176064419
anthropic,proprietary,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.7668523508827879
anthropic,proprietary,Regional and Geographical Availability,Send files,0.5052314553832415
anthropic,proprietary,Regional and Geographical Availability,Watch streams,0.47563324633254267
anthropic,proprietary,Regional and Geographical Availability,Go Live,0.6118321467674515
anthropic,proprietary,Regional and Geographical Availability,Play playlist on shuffle mode,0.8838933066260113
anthropic,proprietary,Regional and Geographical Availability,Access to podcasts,0.740166878250434
anthropic,proprietary,Regional and Geographical Availability,Build photo collage,0.18362329528272403
anthropic,proprietary,Regional and Geographical Availability,Photo effects,0.29196526566308867
anthropic,proprietary,Regional and Geographical Availability,Access to movies,0.7274212036396362
anthropic,proprietary,Regional and Geographical Availability,Rate movies,0.7298708533650685
anthropic,proprietary,Regional and Geographical Availability,Keeping up with friends,0.7478726669688087
anthropic,proprietary,Regional and Geographical Availability,Play games,0.5225616997179342
anthropic,proprietary,Regional and Geographical Availability,Collaborate with others,0.6427090246212781
anthropic,proprietary,Regional and Geographical Availability,Write notes,0.5483401985035287
anthropic,proprietary,Regional and Geographical Availability,Search for offer on item,0.3625127476832464
anthropic,proprietary,Regional and Geographical Availability,List items for sale,0.5985273218747057
anthropic,proprietary,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.853023798705013
anthropic,proprietary,Regular Updates and Maintenance,Send files,0.7214547507687483
anthropic,proprietary,Regular Updates and Maintenance,Watch streams,0.6535427003536418
anthropic,proprietary,Regular Updates and Maintenance,Go Live,0.846024325166677
anthropic,proprietary,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9469304743692593
anthropic,proprietary,Regular Updates and Maintenance,Access to podcasts,0.9480998090085508
anthropic,proprietary,Regular Updates and Maintenance,Build photo collage,0.2537205754926701
anthropic,proprietary,Regular Updates and Maintenance,Photo effects,0.5997354107288215
anthropic,proprietary,Regular Updates and Maintenance,Access to movies,0.8147944708905076
anthropic,proprietary,Regular Updates and Maintenance,Rate movies,0.8926325199963057
anthropic,proprietary,Regular Updates and Maintenance,Keeping up with friends,0.6133867118981189
anthropic,proprietary,Regular Updates and Maintenance,Play games,0.7077792920641466
anthropic,proprietary,Regular Updates and Maintenance,Collaborate with others,0.6858026778945888
anthropic,proprietary,Regular Updates and Maintenance,Write notes,0.6838495473245129
anthropic,proprietary,Regular Updates and Maintenance,Search for offer on item,0.4385537925960496
anthropic,proprietary,Regular Updates and Maintenance,List items for sale,0.6962283131002361
anthropic,proprietary,Security and Privacy,Broadcast messages to multiple contacts,0.45084430300983114
anthropic,proprietary,Security and Privacy,Send files,0.16505606629350622
anthropic,proprietary,Security and Privacy,Watch streams,0.3224881740474154
anthropic,proprietary,Security and Privacy,Go Live,0.03860272724784977
anthropic,proprietary,Security and Privacy,Play playlist on shuffle mode,0.7096324472609336
anthropic,proprietary,Security and Privacy,Access to podcasts,0.5723234890729372
anthropic,proprietary,Security and Privacy,Build photo collage,0.7608099826338989
anthropic,proprietary,Security and Privacy,Photo effects,0.23032876277332334
anthropic,proprietary,Security and Privacy,Access to movies,0.6343357091270144
anthropic,proprietary,Security and Privacy,Rate movies,0.8841619253199916
anthropic,proprietary,Security and Privacy,Keeping up with friends,0.3467331128410232
anthropic,proprietary,Security and Privacy,Play games,0.08316652435416766
anthropic,proprietary,Security and Privacy,Collaborate with others,0.13048244013664637
anthropic,proprietary,Security and Privacy,Write notes,0.2106754082098889
anthropic,proprietary,Security and Privacy,Search for offer on item,0.3516552528010666
anthropic,proprietary,Security and Privacy,List items for sale,0.45241507533393394
anthropic,proprietary,User Engagement,Broadcast messages to multiple contacts,0.9059304803777198
anthropic,proprietary,User Engagement,Send files,0.6231233214139995
anthropic,proprietary,User Engagement,Watch streams,0.6109950268912507
anthropic,proprietary,User Engagement,Go Live,0.8855922469802754
anthropic,proprietary,User Engagement,Play playlist on shuffle mode,0.9427730985863754
anthropic,proprietary,User Engagement,Access to podcasts,0.8810794893952101
anthropic,proprietary,User Engagement,Build photo collage,0.2143142519805254
anthropic,proprietary,User Engagement,Photo effects,0.42345280155449716
anthropic,proprietary,User Engagement,Access to movies,0.7494719461511847
anthropic,proprietary,User Engagement,Rate movies,0.8508650476402891
anthropic,proprietary,User Engagement,Keeping up with friends,0.6773416173438914
anthropic,proprietary,User Engagement,Play games,0.7805537989423769
anthropic,proprietary,User Engagement,Collaborate with others,0.7929742557014565
anthropic,proprietary,User Engagement,Write notes,0.6617848263415788
anthropic,proprietary,User Engagement,Search for offer on item,0.40104374048865077
anthropic,proprietary,User Engagement,List items for sale,0.7720895488574777
anthropic,proprietary,User Interface and Experience,Broadcast messages to multiple contacts,0.9201726824201114
anthropic,proprietary,User Interface and Experience,Send files,0.19635405716427584
anthropic,proprietary,User Interface and Experience,Watch streams,0.5181408620389472
anthropic,proprietary,User Interface and Experience,Go Live,0.8874280149536089
anthropic,proprietary,User Interface and Experience,Play playlist on shuffle mode,0.942561003161083
anthropic,proprietary,User Interface and Experience,Access to podcasts,0.767561475948081
anthropic,proprietary,User Interface and Experience,Build photo collage,0.5299291295758033
anthropic,proprietary,User Interface and Experience,Photo effects,0.6052963129553103
anthropic,proprietary,User Interface and Experience,Access to movies,0.825944061957888
anthropic,proprietary,User Interface and Experience,Rate movies,0.8967242601022327
anthropic,proprietary,User Interface and Experience,Keeping up with friends,0.7561696999074989
anthropic,proprietary,User Interface and Experience,Play games,0.35658384566136186
anthropic,proprietary,User Interface and Experience,Collaborate with others,0.7896353138016362
anthropic,proprietary,User Interface and Experience,Write notes,0.6298040953789875
anthropic,proprietary,User Interface and Experience,Search for offer on item,0.3071316468988977
anthropic,proprietary,User Interface and Experience,List items for sale,0.883756229088272
anthropic,proprietary,User Ratings,Broadcast messages to multiple contacts,0.8956810822757122
anthropic,proprietary,User Ratings,Send files,0.20415428869069555
anthropic,proprietary,User Ratings,Watch streams,0.5304860893540433
anthropic,proprietary,User Ratings,Go Live,0.8920465532142856
anthropic,proprietary,User Ratings,Play playlist on shuffle mode,0.9453505614183646
anthropic,proprietary,User Ratings,Access to podcasts,0.8876047747857612
anthropic,proprietary,User Ratings,Build photo collage,0.7380606093942927
anthropic,proprietary,User Ratings,Photo effects,0.49964153822336066
anthropic,proprietary,User Ratings,Access to movies,0.923375955046597
anthropic,proprietary,User Ratings,Rate movies,0.8418884962687468
anthropic,proprietary,User Ratings,Keeping up with friends,0.7044885961334277
anthropic,proprietary,User Ratings,Play games,0.7593680959530105
anthropic,proprietary,User Ratings,Collaborate with others,0.7347890872704922
anthropic,proprietary,User Ratings,Write notes,0.8104790078973286
anthropic,proprietary,User Ratings,Search for offer on item,0.041406817997928974
anthropic,proprietary,User Ratings,List items for sale,0.8633265764697172
mistral,proprietary,Accessibility Features,Broadcast messages to multiple contacts,0.9190439632010369
mistral,proprietary,Accessibility Features,Send files,0.728962267250179
mistral,proprietary,Accessibility Features,Watch streams,0.9072353897984857
mistral,proprietary,Accessibility Features,Go Live,0.24754991002321108
mistral,proprietary,Accessibility Features,Play playlist on shuffle mode,0.9452746281821471
mistral,proprietary,Accessibility Features,Access to podcasts,0.8862388640086273
mistral,proprietary,Accessibility Features,Build photo collage,0.6315926131197632
mistral,proprietary,Accessibility Features,Photo effects,0.6980001367711078
mistral,proprietary,Accessibility Features,Access to movies,0.8548066371094842
mistral,proprietary,Accessibility Features,Rate movies,0.8255418107013416
mistral,proprietary,Accessibility Features,Keeping up with friends,0.5551657558709409
mistral,proprietary,Accessibility Features,Play games,0.17760085203154397
mistral,proprietary,Accessibility Features,Collaborate with others,0.6016514855421724
mistral,proprietary,Accessibility Features,Write notes,0.7626335966012835
mistral,proprietary,Accessibility Features,Search for offer on item,0.8383098024327328
mistral,proprietary,Accessibility Features,List items for sale,0.8267356892625789
mistral,proprietary,Cost and Pricing,Broadcast messages to multiple contacts,0.9261762184376142
mistral,proprietary,Cost and Pricing,Send files,0.2885650397197308
mistral,proprietary,Cost and Pricing,Watch streams,0.9537546616272501
mistral,proprietary,Cost and Pricing,Go Live,0.7962213720513069
mistral,proprietary,Cost and Pricing,Play playlist on shuffle mode,0.9315747762120901
mistral,proprietary,Cost and Pricing,Access to podcasts,0.984940037948784
mistral,proprietary,Cost and Pricing,Build photo collage,0.47202697642418207
mistral,proprietary,Cost and Pricing,Photo effects,0.7241168068070885
mistral,proprietary,Cost and Pricing,Access to movies,0.9411587124356932
mistral,proprietary,Cost and Pricing,Rate movies,0.9284006218607854
mistral,proprietary,Cost and Pricing,Keeping up with friends,0.6053555163350655
mistral,proprietary,Cost and Pricing,Play games,0.6749300184701258
mistral,proprietary,Cost and Pricing,Collaborate with others,0.40587477042677
mistral,proprietary,Cost and Pricing,Write notes,0.7686609127380425
mistral,proprietary,Cost and Pricing,Search for offer on item,0.1930757231091301
mistral,proprietary,Cost and Pricing,List items for sale,0.8027983615741312
mistral,proprietary,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.9358476655626471
mistral,proprietary,Cross-Platform Synchronization,Send files,0.6521739661874877
mistral,proprietary,Cross-Platform Synchronization,Watch streams,0.9449263745507747
mistral,proprietary,Cross-Platform Synchronization,Go Live,0.7346303228051652
mistral,proprietary,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9168865295684914
mistral,proprietary,Cross-Platform Synchronization,Access to podcasts,0.9787763910898809
mistral,proprietary,Cross-Platform Synchronization,Build photo collage,0.5075566289806075
mistral,proprietary,Cross-Platform Synchronization,Photo effects,0.7698620163232985
mistral,proprietary,Cross-Platform Synchronization,Access to movies,0.9631202524399106
mistral,proprietary,Cross-Platform Synchronization,Rate movies,0.8902368058335111
mistral,proprietary,Cross-Platform Synchronization,Keeping up with friends,0.6994077315698015
mistral,proprietary,Cross-Platform Synchronization,Play games,0.4654710859057403
mistral,proprietary,Cross-Platform Synchronization,Collaborate with others,0.34635931739169784
mistral,proprietary,Cross-Platform Synchronization,Write notes,0.9446845306502826
mistral,proprietary,Cross-Platform Synchronization,Search for offer on item,0.19165715660888838
mistral,proprietary,Cross-Platform Synchronization,List items for sale,0.7412909708412336
mistral,proprietary,Customer Support,Broadcast messages to multiple contacts,0.9414269521441683
mistral,proprietary,Customer Support,Send files,0.6260842764736164
mistral,proprietary,Customer Support,Watch streams,0.9098041995582409
mistral,proprietary,Customer Support,Go Live,0.7451415100167535
mistral,proprietary,Customer Support,Play playlist on shuffle mode,0.9364999276497591
mistral,proprietary,Customer Support,Access to podcasts,0.9858762557514149
mistral,proprietary,Customer Support,Build photo collage,0.7630939874494961
mistral,proprietary,Customer Support,Photo effects,0.884910052970205
mistral,proprietary,Customer Support,Access to movies,0.9788197064130322
mistral,proprietary,Customer Support,Rate movies,0.748840243837609
mistral,proprietary,Customer Support,Keeping up with friends,0.6336148862161077
mistral,proprietary,Customer Support,Play games,0.7487393450987402
mistral,proprietary,Customer Support,Collaborate with others,0.8817750499249638
mistral,proprietary,Customer Support,Write notes,0.9430878179574869
mistral,proprietary,Customer Support,Search for offer on item,0.4844765457316738
mistral,proprietary,Customer Support,List items for sale,0.9166397594035008
mistral,proprietary,Customization Options,Broadcast messages to multiple contacts,0.9098952127209656
mistral,proprietary,Customization Options,Send files,0.20948444074264796
mistral,proprietary,Customization Options,Watch streams,0.8891804922940776
mistral,proprietary,Customization Options,Go Live,0.8582824426860057
mistral,proprietary,Customization Options,Play playlist on shuffle mode,0.886742312623884
mistral,proprietary,Customization Options,Access to podcasts,0.52227176791345
mistral,proprietary,Customization Options,Build photo collage,0.49146602168160597
mistral,proprietary,Customization Options,Photo effects,0.8865213815397189
mistral,proprietary,Customization Options,Access to movies,0.9682078073954525
mistral,proprietary,Customization Options,Rate movies,0.8359043826929227
mistral,proprietary,Customization Options,Keeping up with friends,0.5805715491427109
mistral,proprietary,Customization Options,Play games,0.049455736096455066
mistral,proprietary,Customization Options,Collaborate with others,0.5537940744792679
mistral,proprietary,Customization Options,Write notes,0.5714090464303704
mistral,proprietary,Customization Options,Search for offer on item,0.19397773789672468
mistral,proprietary,Customization Options,List items for sale,0.5591519289292263
mistral,proprietary,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.9181337808656381
mistral,proprietary,Feature Breadth and Richness,Send files,0.5299680289741986
mistral,proprietary,Feature Breadth and Richness,Watch streams,0.9429435179058971
mistral,proprietary,Feature Breadth and Richness,Go Live,0.9146113233894577
mistral,proprietary,Feature Breadth and Richness,Play playlist on shuffle mode,0.9232030734129506
mistral,proprietary,Feature Breadth and Richness,Access to podcasts,0.9848334986036249
mistral,proprietary,Feature Breadth and Richness,Build photo collage,0.6338588016787391
mistral,proprietary,Feature Breadth and Richness,Photo effects,0.9084147249761674
mistral,proprietary,Feature Breadth and Richness,Access to movies,0.9543278487251178
mistral,proprietary,Feature Breadth and Richness,Rate movies,0.8804377257564145
mistral,proprietary,Feature Breadth and Richness,Keeping up with friends,0.5935544666099299
mistral,proprietary,Feature Breadth and Richness,Play games,0.8025644598613123
mistral,proprietary,Feature Breadth and Richness,Collaborate with others,0.469522446749556
mistral,proprietary,Feature Breadth and Richness,Write notes,0.9480573275020033
mistral,proprietary,Feature Breadth and Richness,Search for offer on item,0.7737747044117484
mistral,proprietary,Feature Breadth and Richness,List items for sale,0.7463482521392943
mistral,proprietary,Integration with Other Services,Broadcast messages to multiple contacts,0.9412875881100997
mistral,proprietary,Integration with Other Services,Send files,0.6983428699298149
mistral,proprietary,Integration with Other Services,Watch streams,0.8747976911287535
mistral,proprietary,Integration with Other Services,Go Live,0.7220263003766051
mistral,proprietary,Integration with Other Services,Play playlist on shuffle mode,0.9275572027215405
mistral,proprietary,Integration with Other Services,Access to podcasts,0.9782095103606484
mistral,proprietary,Integration with Other Services,Build photo collage,0.6950030294008361
mistral,proprietary,Integration with Other Services,Photo effects,0.8359443826913352
mistral,proprietary,Integration with Other Services,Access to movies,0.9769000915584326
mistral,proprietary,Integration with Other Services,Rate movies,0.908030248990103
