model,criterion,feature,rbo
gemini,Platform and Device Compatibility,Rate movies,0.73839937712658
gemini,Platform and Device Compatibility,Keeping up with friends,0.6627532509293442
gemini,Platform and Device Compatibility,Play games,0.8680364224559135
gemini,Platform and Device Compatibility,Collaborate with others,0.8326057606556493
gemini,Platform and Device Compatibility,Write notes,0.8614590928623459
gemini,Platform and Device Compatibility,Search for offer on item,0.28740582274168425
gemini,Platform and Device Compatibility,List items for sale,0.834594319321593
gemini,Popularity and Market Reach,Broadcast messages to multiple contacts,0.7064768303679906
gemini,Popularity and Market Reach,Send files,0.6974947717045795
gemini,Popularity and Market Reach,Watch streams,0.7929606375728311
gemini,Popularity and Market Reach,Go Live,0.8156631259797091
gemini,Popularity and Market Reach,Play playlist on shuffle mode,0.9203787588498674
gemini,Popularity and Market Reach,Access to podcasts,0.9466065145550541
gemini,Popularity and Market Reach,Build photo collage,0.5134739761644781
gemini,Popularity and Market Reach,Photo effects,0.7104615168346199
gemini,Popularity and Market Reach,Access to movies,0.850000539561884
gemini,Popularity and Market Reach,Rate movies,0.616821933705765
gemini,Popularity and Market Reach,Keeping up with friends,0.8453897021015754
gemini,Popularity and Market Reach,Play games,0.7633146041041409
gemini,Popularity and Market Reach,Collaborate with others,0.8211062324087282
gemini,Popularity and Market Reach,Write notes,0.8662895115237468
gemini,Popularity and Market Reach,Search for offer on item,0.7450335206657642
gemini,Popularity and Market Reach,List items for sale,0.8517052370086745
gemini,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.7262732578270298
gemini,Regional and Geographical Availability,Send files,0.5920656909516944
gemini,Regional and Geographical Availability,Watch streams,0.6668325518395439
gemini,Regional and Geographical Availability,Go Live,0.7498088041943481
gemini,Regional and Geographical Availability,Play playlist on shuffle mode,0.8224100603723491
gemini,Regional and Geographical Availability,Access to podcasts,0.869348827731066
gemini,Regional and Geographical Availability,Build photo collage,0.5919243913059101
gemini,Regional and Geographical Availability,Photo effects,0.46270880742801557
gemini,Regional and Geographical Availability,Access to movies,0.8226106332188878
gemini,Regional and Geographical Availability,Rate movies,0.6625476014569545
gemini,Regional and Geographical Availability,Keeping up with friends,0.8404526430259553
gemini,Regional and Geographical Availability,Play games,0.7853727548478118
gemini,Regional and Geographical Availability,Collaborate with others,0.6441879147818177
gemini,Regional and Geographical Availability,Write notes,0.7874378880412986
gemini,Regional and Geographical Availability,Search for offer on item,0.5837890115354953
gemini,Regional and Geographical Availability,List items for sale,0.5893317616597673
gemini,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.619940711120538
gemini,Regular Updates and Maintenance,Send files,0.7334722969148837
gemini,Regular Updates and Maintenance,Watch streams,0.6729465739540756
gemini,Regular Updates and Maintenance,Go Live,0.7918639293607674
gemini,Regular Updates and Maintenance,Play playlist on shuffle mode,0.8873316945666818
gemini,Regular Updates and Maintenance,Access to podcasts,0.8618561760430552
gemini,Regular Updates and Maintenance,Build photo collage,0.3262795394906749
gemini,Regular Updates and Maintenance,Photo effects,0.5360414681118457
gemini,Regular Updates and Maintenance,Access to movies,0.707766101849216
gemini,Regular Updates and Maintenance,Rate movies,0.8310248105092981
gemini,Regular Updates and Maintenance,Keeping up with friends,0.7634219748925626
gemini,Regular Updates and Maintenance,Play games,0.8175791952561469
gemini,Regular Updates and Maintenance,Collaborate with others,0.7708915582039859
gemini,Regular Updates and Maintenance,Write notes,0.8031276506183586
gemini,Regular Updates and Maintenance,Search for offer on item,0.3038051259527831
gemini,Regular Updates and Maintenance,List items for sale,0.7277361824855633
gemini,Security and Privacy,Broadcast messages to multiple contacts,0.6819175640107167
gemini,Security and Privacy,Send files,0.5488066289290289
gemini,Security and Privacy,Watch streams,0.3711491044014688
gemini,Security and Privacy,Go Live,0.48661780982954095
gemini,Security and Privacy,Play playlist on shuffle mode,0.5146397661386556
gemini,Security and Privacy,Access to podcasts,0.7496387967070841
gemini,Security and Privacy,Build photo collage,0.6171145452188809
gemini,Security and Privacy,Photo effects,0.5301730199189154
gemini,Security and Privacy,Access to movies,0.5724541499294198
gemini,Security and Privacy,Rate movies,0.46914793212188083
gemini,Security and Privacy,Keeping up with friends,0.8242618215180573
gemini,Security and Privacy,Play games,0.29902587486849896
gemini,Security and Privacy,Collaborate with others,0.5308004316940591
gemini,Security and Privacy,Write notes,0.8489537683462636
gemini,Security and Privacy,Search for offer on item,0.348508873483077
gemini,Security and Privacy,List items for sale,0.623664725735069
gemini,User Engagement,Broadcast messages to multiple contacts,0.6987342543468038
gemini,User Engagement,Send files,0.6950793125414558
gemini,User Engagement,Watch streams,0.7669845507288213
gemini,User Engagement,Go Live,0.9146635352857283
gemini,User Engagement,Play playlist on shuffle mode,0.8396961680664731
gemini,User Engagement,Access to podcasts,0.8995539407589689
gemini,User Engagement,Build photo collage,0.6312948222549133
gemini,User Engagement,Photo effects,0.6271089754056954
gemini,User Engagement,Access to movies,0.8282698063200543
gemini,User Engagement,Rate movies,0.7753143299825618
gemini,User Engagement,Keeping up with friends,0.8678964770487285
gemini,User Engagement,Play games,0.7830753909690744
gemini,User Engagement,Collaborate with others,0.7358930372518341
gemini,User Engagement,Write notes,0.7470131896300232
gemini,User Engagement,Search for offer on item,0.7806563132837263
gemini,User Engagement,List items for sale,0.6438684712368815
gemini,User Interface and Experience,Broadcast messages to multiple contacts,0.7900340363915092
gemini,User Interface and Experience,Send files,0.7286352527632716
gemini,User Interface and Experience,Watch streams,0.6469221686389222
gemini,User Interface and Experience,Go Live,0.8379844716998821
gemini,User Interface and Experience,Play playlist on shuffle mode,0.8500076841741253
gemini,User Interface and Experience,Access to podcasts,0.7963485118041247
gemini,User Interface and Experience,Build photo collage,0.8757501127588185
gemini,User Interface and Experience,Photo effects,0.7109598329110358
gemini,User Interface and Experience,Access to movies,0.7898920048128708
gemini,User Interface and Experience,Rate movies,0.6911808497312174
gemini,User Interface and Experience,Keeping up with friends,0.8002981682287225
gemini,User Interface and Experience,Play games,0.42408427362000733
gemini,User Interface and Experience,Collaborate with others,0.7570339351568164
gemini,User Interface and Experience,Write notes,0.7544122330993072
gemini,User Interface and Experience,Search for offer on item,0.2207305844275016
gemini,User Interface and Experience,List items for sale,0.7337709596087045
gemini,User Ratings,Broadcast messages to multiple contacts,0.3197802831859598
gemini,User Ratings,Send files,0.4691006783500497
gemini,User Ratings,Watch streams,0.4021463676597029
gemini,User Ratings,Go Live,0.5567525236909441
gemini,User Ratings,Play playlist on shuffle mode,0.4179925754510485
gemini,User Ratings,Access to podcasts,0.5291832018019356
gemini,User Ratings,Build photo collage,0.2586606106864954
gemini,User Ratings,Photo effects,0.4967635946525831
gemini,User Ratings,Access to movies,0.2926573002017321
gemini,User Ratings,Rate movies,0.5411216415754787
gemini,User Ratings,Keeping up with friends,0.3969676342185373
gemini,User Ratings,Play games,0.46822700105659454
gemini,User Ratings,Collaborate with others,0.5802177070667275
gemini,User Ratings,Write notes,0.4721171250026325
gemini,User Ratings,Search for offer on item,0.18905518660484089
gemini,User Ratings,List items for sale,0.532697935360823
anthropic,Accessibility Features,Broadcast messages to multiple contacts,0.9167541883632729
anthropic,Accessibility Features,Send files,0.8343417780177853
anthropic,Accessibility Features,Watch streams,0.5829086543254233
anthropic,Accessibility Features,Go Live,0.8770954823514705
anthropic,Accessibility Features,Play playlist on shuffle mode,0.9581866904193749
anthropic,Accessibility Features,Access to podcasts,0.9492598640699441
anthropic,Accessibility Features,Build photo collage,0.7063985935413651
anthropic,Accessibility Features,Photo effects,0.8755170782570026
anthropic,Accessibility Features,Access to movies,0.8925763632664531
anthropic,Accessibility Features,Rate movies,0.9029353321336415
anthropic,Accessibility Features,Keeping up with friends,0.9184315417680733
anthropic,Accessibility Features,Play games,0.9364524612490077
anthropic,Accessibility Features,Collaborate with others,0.946858551183238
anthropic,Accessibility Features,Write notes,0.9758733227496599
anthropic,Accessibility Features,Search for offer on item,0.8509577161433557
anthropic,Accessibility Features,List items for sale,0.9539745719365798
anthropic,Cost and Pricing,Broadcast messages to multiple contacts,0.8856119652922058
anthropic,Cost and Pricing,Send files,0.8223493959612822
anthropic,Cost and Pricing,Watch streams,0.806168494617123
anthropic,Cost and Pricing,Go Live,0.9317057769623677
anthropic,Cost and Pricing,Play playlist on shuffle mode,0.9113050579972468
anthropic,Cost and Pricing,Access to podcasts,0.9472021195537887
anthropic,Cost and Pricing,Build photo collage,0.9115870994109028
anthropic,Cost and Pricing,Photo effects,0.8924935761127634
anthropic,Cost and Pricing,Access to movies,0.9111846040735718
anthropic,Cost and Pricing,Rate movies,0.8560157034343527
anthropic,Cost and Pricing,Keeping up with friends,0.9691088739050787
anthropic,Cost and Pricing,Play games,0.7595837240640129
anthropic,Cost and Pricing,Collaborate with others,0.8705194369934197
anthropic,Cost and Pricing,Write notes,0.9264612365266572
anthropic,Cost and Pricing,Search for offer on item,0.7635864925629182
anthropic,Cost and Pricing,List items for sale,0.9598288458018123
anthropic,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.9618917569457779
anthropic,Cross-Platform Synchronization,Send files,0.8625551060683196
anthropic,Cross-Platform Synchronization,Watch streams,0.9672936021906189
anthropic,Cross-Platform Synchronization,Go Live,0.9744791887389491
anthropic,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9519082941412298
anthropic,Cross-Platform Synchronization,Access to podcasts,0.9633073523556099
anthropic,Cross-Platform Synchronization,Build photo collage,0.8731591521662792
anthropic,Cross-Platform Synchronization,Photo effects,0.9610909392873882
anthropic,Cross-Platform Synchronization,Access to movies,0.9799590004007868
anthropic,Cross-Platform Synchronization,Rate movies,0.8446850177779572
anthropic,Cross-Platform Synchronization,Keeping up with friends,0.9649759414488932
anthropic,Cross-Platform Synchronization,Play games,0.9148094379863277
anthropic,Cross-Platform Synchronization,Collaborate with others,0.8983138154720092
anthropic,Cross-Platform Synchronization,Write notes,0.9636573057704677
anthropic,Cross-Platform Synchronization,Search for offer on item,0.7628810230454822
anthropic,Cross-Platform Synchronization,List items for sale,0.8907572021022025
anthropic,Customer Support,Broadcast messages to multiple contacts,0.8863429850064379
anthropic,Customer Support,Send files,0.6339438893858667
anthropic,Customer Support,Watch streams,0.9050865774847547
anthropic,Customer Support,Go Live,0.8275385021869525
anthropic,Customer Support,Play playlist on shuffle mode,0.9770219814333068
anthropic,Customer Support,Access to podcasts,0.9615223110816894
anthropic,Customer Support,Build photo collage,0.783244896398722
anthropic,Customer Support,Photo effects,0.874155159183769
anthropic,Customer Support,Access to movies,0.7751699648165389
anthropic,Customer Support,Rate movies,0.8720587234355847
anthropic,Customer Support,Keeping up with friends,0.9722033019610231
anthropic,Customer Support,Play games,0.8715832913039243
anthropic,Customer Support,Collaborate with others,0.8941654286485236
anthropic,Customer Support,Write notes,0.9629108158390588
anthropic,Customer Support,Search for offer on item,0.8260793616538031
anthropic,Customer Support,List items for sale,0.984684519085895
anthropic,Customization Options,Broadcast messages to multiple contacts,0.7469404528560578
anthropic,Customization Options,Send files,0.9092267271821036
anthropic,Customization Options,Watch streams,0.7237177688607163
anthropic,Customization Options,Go Live,0.7127951067191308
anthropic,Customization Options,Play playlist on shuffle mode,0.7264727211453679
anthropic,Customization Options,Access to podcasts,0.8694145447080356
anthropic,Customization Options,Build photo collage,0.4832558936440404
anthropic,Customization Options,Photo effects,0.809891846261624
anthropic,Customization Options,Access to movies,0.928086463963524
anthropic,Customization Options,Rate movies,0.8000041841626391
anthropic,Customization Options,Keeping up with friends,0.9127417869744481
anthropic,Customization Options,Play games,0.8013767811390332
anthropic,Customization Options,Collaborate with others,0.9756886999225138
anthropic,Customization Options,Write notes,0.8082460264792228
anthropic,Customization Options,Search for offer on item,0.6218154198537822
anthropic,Customization Options,List items for sale,0.9593649789606753
anthropic,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.9344390202771974
anthropic,Feature Breadth and Richness,Send files,0.8700598221499615
anthropic,Feature Breadth and Richness,Watch streams,0.7693655895347588
anthropic,Feature Breadth and Richness,Go Live,0.9283729111697248
anthropic,Feature Breadth and Richness,Play playlist on shuffle mode,0.9358666607301703
anthropic,Feature Breadth and Richness,Access to podcasts,0.9104903648816949
anthropic,Feature Breadth and Richness,Build photo collage,0.4159039581403233
anthropic,Feature Breadth and Richness,Photo effects,0.6961066603928361
anthropic,Feature Breadth and Richness,Access to movies,0.9880507820796023
anthropic,Feature Breadth and Richness,Rate movies,0.8650909981153342
anthropic,Feature Breadth and Richness,Keeping up with friends,0.9258940911320941
anthropic,Feature Breadth and Richness,Play games,0.44553188210157063
anthropic,Feature Breadth and Richness,Collaborate with others,0.9475441994598842
anthropic,Feature Breadth and Richness,Write notes,0.9556290454561118
anthropic,Feature Breadth and Richness,Search for offer on item,0.7611530463492132
anthropic,Feature Breadth and Richness,List items for sale,0.8821746002559637
anthropic,Integration with Other Services,Broadcast messages to multiple contacts,0.685844905066048
anthropic,Integration with Other Services,Send files,0.8927548848105532
anthropic,Integration with Other Services,Watch streams,0.733348988101566
anthropic,Integration with Other Services,Go Live,0.9804979788064377
anthropic,Integration with Other Services,Play playlist on shuffle mode,0.9389071986442256
anthropic,Integration with Other Services,Access to podcasts,0.9514613065054934
anthropic,Integration with Other Services,Build photo collage,0.7872224762775338
anthropic,Integration with Other Services,Photo effects,0.6665380607365711
anthropic,Integration with Other Services,Access to movies,0.6716932459007909
anthropic,Integration with Other Services,Rate movies,0.9344090486439948
anthropic,Integration with Other Services,Keeping up with friends,0.9718161747705751
anthropic,Integration with Other Services,Play games,0.9652571680129574
anthropic,Integration with Other Services,Collaborate with others,0.9286679281207444
anthropic,Integration with Other Services,Write notes,0.9753671245644175
anthropic,Integration with Other Services,Search for offer on item,0.6002447078998256
anthropic,Integration with Other Services,List items for sale,0.9467759649189311
anthropic,Performance and Stability,Broadcast messages to multiple contacts,0.9448223418658495
anthropic,Performance and Stability,Send files,0.6943609159588554
anthropic,Performance and Stability,Watch streams,0.6479863576840482
anthropic,Performance and Stability,Go Live,0.8214623661409813
anthropic,Performance and Stability,Play playlist on shuffle mode,0.938549854550715
anthropic,Performance and Stability,Access to podcasts,0.8955156334367441
anthropic,Performance and Stability,Build photo collage,0.807280288442817
anthropic,Performance and Stability,Photo effects,0.8709484581740577
anthropic,Performance and Stability,Access to movies,0.9767292683271449
anthropic,Performance and Stability,Rate movies,0.8212001405352792
anthropic,Performance and Stability,Keeping up with friends,0.842234913799855
anthropic,Performance and Stability,Play games,0.9050061417957819
anthropic,Performance and Stability,Collaborate with others,0.896474316361345
anthropic,Performance and Stability,Write notes,0.9494574682850601
anthropic,Performance and Stability,Search for offer on item,0.8852170231265722
anthropic,Performance and Stability,List items for sale,0.8632453655492739
anthropic,Platform and Device Compatibility,Broadcast messages to multiple contacts,0.9190116243639095
anthropic,Platform and Device Compatibility,Send files,0.8439282974346716
anthropic,Platform and Device Compatibility,Watch streams,0.6446148563039283
anthropic,Platform and Device Compatibility,Go Live,0.9353572945793787
anthropic,Platform and Device Compatibility,Play playlist on shuffle mode,0.9843411688229164
anthropic,Platform and Device Compatibility,Access to podcasts,0.9670102409104573
anthropic,Platform and Device Compatibility,Build photo collage,0.8277673393192255
anthropic,Platform and Device Compatibility,Photo effects,0.8632498273777903
anthropic,Platform and Device Compatibility,Access to movies,0.9097948103159137
anthropic,Platform and Device Compatibility,Rate movies,0.8871367472908414
anthropic,Platform and Device Compatibility,Keeping up with friends,0.8466959212758318
anthropic,Platform and Device Compatibility,Play games,0.9041906743923394
anthropic,Platform and Device Compatibility,Collaborate with others,0.9661704151651589
anthropic,Platform and Device Compatibility,Write notes,0.9678639193747637
anthropic,Platform and Device Compatibility,Search for offer on item,0.7988484737629824
anthropic,Platform and Device Compatibility,List items for sale,0.8655063474144924
anthropic,Popularity and Market Reach,Broadcast messages to multiple contacts,0.9457113590866223
anthropic,Popularity and Market Reach,Send files,0.938617556479994
anthropic,Popularity and Market Reach,Watch streams,0.91878423354148
anthropic,Popularity and Market Reach,Go Live,0.9691705094437811
anthropic,Popularity and Market Reach,Play playlist on shuffle mode,0.9652950104803091
anthropic,Popularity and Market Reach,Access to podcasts,0.9572288328356382
anthropic,Popularity and Market Reach,Build photo collage,0.8094397313212601
anthropic,Popularity and Market Reach,Photo effects,0.9672188156627863
anthropic,Popularity and Market Reach,Access to movies,0.8894909137555637
anthropic,Popularity and Market Reach,Rate movies,0.9229060432463682
anthropic,Popularity and Market Reach,Keeping up with friends,0.9714648444963176
anthropic,Popularity and Market Reach,Play games,0.8447529222768628
anthropic,Popularity and Market Reach,Collaborate with others,0.9676784425068025
anthropic,Popularity and Market Reach,Write notes,0.9570276673834599
anthropic,Popularity and Market Reach,Search for offer on item,0.956563545139495
anthropic,Popularity and Market Reach,List items for sale,0.9854162311981346
anthropic,Regional and Geographical Availability,Broadcast messages to multiple contacts,0.9452443851507498
anthropic,Regional and Geographical Availability,Send files,0.9467812356066274
anthropic,Regional and Geographical Availability,Watch streams,0.7778368106441621
anthropic,Regional and Geographical Availability,Go Live,0.9033903528595321
anthropic,Regional and Geographical Availability,Play playlist on shuffle mode,0.9810481612298417
anthropic,Regional and Geographical Availability,Access to podcasts,0.9382998349689388
anthropic,Regional and Geographical Availability,Build photo collage,0.42981544627219004
anthropic,Regional and Geographical Availability,Photo effects,0.6924739292101278
anthropic,Regional and Geographical Availability,Access to movies,0.8732113892884088
anthropic,Regional and Geographical Availability,Rate movies,0.8488427473597271
anthropic,Regional and Geographical Availability,Keeping up with friends,0.9424123425236054
anthropic,Regional and Geographical Availability,Play games,0.6528547880885268
anthropic,Regional and Geographical Availability,Collaborate with others,0.7072851017316201
anthropic,Regional and Geographical Availability,Write notes,0.9496529815427845
anthropic,Regional and Geographical Availability,Search for offer on item,0.9048823812115426
anthropic,Regional and Geographical Availability,List items for sale,0.8131551080177559
anthropic,Regular Updates and Maintenance,Broadcast messages to multiple contacts,0.8684889516813113
anthropic,Regular Updates and Maintenance,Send files,0.9143453901369247
anthropic,Regular Updates and Maintenance,Watch streams,0.510696169728684
anthropic,Regular Updates and Maintenance,Go Live,0.9099939094090539
anthropic,Regular Updates and Maintenance,Play playlist on shuffle mode,0.9486488175928225
anthropic,Regular Updates and Maintenance,Access to podcasts,0.9630616196107651
anthropic,Regular Updates and Maintenance,Build photo collage,0.39613229746691025
anthropic,Regular Updates and Maintenance,Photo effects,0.8240662954268771
anthropic,Regular Updates and Maintenance,Access to movies,0.9798341567262236
anthropic,Regular Updates and Maintenance,Rate movies,0.9036679087553836
anthropic,Regular Updates and Maintenance,Keeping up with friends,0.7635199622839214
anthropic,Regular Updates and Maintenance,Play games,0.9756724509000803
anthropic,Regular Updates and Maintenance,Collaborate with others,0.9794206625384477
anthropic,Regular Updates and Maintenance,Write notes,0.9366825515165514
anthropic,Regular Updates and Maintenance,Search for offer on item,0.8702116047609953
anthropic,Regular Updates and Maintenance,List items for sale,0.9194716599060436
anthropic,Security and Privacy,Broadcast messages to multiple contacts,0.9289847149471819
anthropic,Security and Privacy,Send files,0.885905192800743
anthropic,Security and Privacy,Watch streams,0.9779104284070685
anthropic,Security and Privacy,Go Live,0.9413641888778734
anthropic,Security and Privacy,Play playlist on shuffle mode,0.837681256484441
anthropic,Security and Privacy,Access to podcasts,0.9491882283239323
anthropic,Security and Privacy,Build photo collage,0.8630288489342082
anthropic,Security and Privacy,Photo effects,0.597245788801757
anthropic,Security and Privacy,Access to movies,0.9682011725459108
anthropic,Security and Privacy,Rate movies,0.8903042689378049
anthropic,Security and Privacy,Keeping up with friends,0.9755188550804899
anthropic,Security and Privacy,Play games,0.9550902118517696
anthropic,Security and Privacy,Collaborate with others,0.9305114597599726
anthropic,Security and Privacy,Write notes,0.8865321404767805
anthropic,Security and Privacy,Search for offer on item,0.4437689605007173
anthropic,Security and Privacy,List items for sale,0.8359960771172064
anthropic,User Engagement,Broadcast messages to multiple contacts,0.9118885119262876
anthropic,User Engagement,Send files,0.9182326156193439
anthropic,User Engagement,Watch streams,0.8565980975286855
anthropic,User Engagement,Go Live,0.9527183748294933
anthropic,User Engagement,Play playlist on shuffle mode,0.9651582973985189
anthropic,User Engagement,Access to podcasts,0.9820445202153195
anthropic,User Engagement,Build photo collage,0.6451330569914742
anthropic,User Engagement,Photo effects,0.656415523910773
anthropic,User Engagement,Access to movies,0.9772534996988853
anthropic,User Engagement,Rate movies,0.8135865069182735
anthropic,User Engagement,Keeping up with friends,0.8705623719753282
anthropic,User Engagement,Play games,0.8330377214711066
anthropic,User Engagement,Collaborate with others,0.9546407107254506
anthropic,User Engagement,Write notes,0.9500664816401212
anthropic,User Engagement,Search for offer on item,0.8265738323175835
anthropic,User Engagement,List items for sale,0.8353320109328151
anthropic,User Interface and Experience,Broadcast messages to multiple contacts,0.9017003744932321
anthropic,User Interface and Experience,Send files,0.8826364546162873
anthropic,User Interface and Experience,Watch streams,0.8349918481911445
anthropic,User Interface and Experience,Go Live,0.9394334432140852
anthropic,User Interface and Experience,Play playlist on shuffle mode,0.9337614586128595
anthropic,User Interface and Experience,Access to podcasts,0.963515065349599
anthropic,User Interface and Experience,Build photo collage,0.8620344946337457
anthropic,User Interface and Experience,Photo effects,0.9160180864672187
anthropic,User Interface and Experience,Access to movies,0.9859914920544514
anthropic,User Interface and Experience,Rate movies,0.9015784175616497
anthropic,User Interface and Experience,Keeping up with friends,0.9450787136681317
anthropic,User Interface and Experience,Play games,0.5360187563413106
anthropic,User Interface and Experience,Collaborate with others,0.9627432453540588
anthropic,User Interface and Experience,Write notes,0.968060589278451
anthropic,User Interface and Experience,Search for offer on item,0.5724346960101362
anthropic,User Interface and Experience,List items for sale,0.9365283408556054
anthropic,User Ratings,Broadcast messages to multiple contacts,0.8865728691664415
anthropic,User Ratings,Send files,0.8157424665653699
anthropic,User Ratings,Watch streams,0.46732287296137975
anthropic,User Ratings,Go Live,0.9413789622275222
anthropic,User Ratings,Play playlist on shuffle mode,0.9588615100506377
anthropic,User Ratings,Access to podcasts,0.9180550851190615
anthropic,User Ratings,Build photo collage,0.7280626290231388
anthropic,User Ratings,Photo effects,0.7684351755184863
anthropic,User Ratings,Access to movies,0.91241404968005
anthropic,User Ratings,Rate movies,0.8505573558288904
anthropic,User Ratings,Keeping up with friends,0.7601752396966953
anthropic,User Ratings,Play games,0.9105007200013601
anthropic,User Ratings,Collaborate with others,0.9359457582066391
anthropic,User Ratings,Write notes,0.9585770196116299
anthropic,User Ratings,Search for offer on item,0.5361197705735524
anthropic,User Ratings,List items for sale,0.9204209393092715
mistral,Accessibility Features,Broadcast messages to multiple contacts,0.9425648458498085
mistral,Accessibility Features,Send files,0.9322951414488584
mistral,Accessibility Features,Watch streams,0.90569255243309
mistral,Accessibility Features,Go Live,0.6617803787447174
mistral,Accessibility Features,Play playlist on shuffle mode,0.9609212673225734
mistral,Accessibility Features,Access to podcasts,0.8943426418443894
mistral,Accessibility Features,Build photo collage,0.7334677719769244
mistral,Accessibility Features,Photo effects,0.9826813818083078
mistral,Accessibility Features,Access to movies,0.9275970390161751
mistral,Accessibility Features,Rate movies,0.8665083821234351
mistral,Accessibility Features,Keeping up with friends,0.7934572260583341
mistral,Accessibility Features,Play games,0.49373108329475934
mistral,Accessibility Features,Collaborate with others,0.9884467994499151
mistral,Accessibility Features,Write notes,0.9203672786878693
mistral,Accessibility Features,Search for offer on item,0.9537748658339043
mistral,Accessibility Features,List items for sale,0.8341279672450599
mistral,Cost and Pricing,Broadcast messages to multiple contacts,0.9556485332837378
mistral,Cost and Pricing,Send files,0.9175887670234211
mistral,Cost and Pricing,Watch streams,0.9487601080967671
mistral,Cost and Pricing,Go Live,0.7866132126380004
mistral,Cost and Pricing,Play playlist on shuffle mode,0.9792570959909284
mistral,Cost and Pricing,Access to podcasts,0.9819466693420473
mistral,Cost and Pricing,Build photo collage,0.3870876784022945
mistral,Cost and Pricing,Photo effects,0.9215807253355145
mistral,Cost and Pricing,Access to movies,0.9878643140351653
mistral,Cost and Pricing,Rate movies,0.9661888991539989
mistral,Cost and Pricing,Keeping up with friends,0.7680911559821683
mistral,Cost and Pricing,Play games,0.9163991004738952
mistral,Cost and Pricing,Collaborate with others,0.9747382972860146
mistral,Cost and Pricing,Write notes,0.9317191065361312
mistral,Cost and Pricing,Search for offer on item,0.8986327785512881
mistral,Cost and Pricing,List items for sale,0.8238626462402688
mistral,Cross-Platform Synchronization,Broadcast messages to multiple contacts,0.9581501032449846
mistral,Cross-Platform Synchronization,Send files,0.9285605394609707
mistral,Cross-Platform Synchronization,Watch streams,0.9778863558377839
mistral,Cross-Platform Synchronization,Go Live,0.8894338388644417
mistral,Cross-Platform Synchronization,Play playlist on shuffle mode,0.9573145760047798
mistral,Cross-Platform Synchronization,Access to podcasts,0.9889287294056214
mistral,Cross-Platform Synchronization,Build photo collage,0.7939155503842541
mistral,Cross-Platform Synchronization,Photo effects,0.796146048845517
mistral,Cross-Platform Synchronization,Access to movies,0.9874510017600544
mistral,Cross-Platform Synchronization,Rate movies,0.8696228147236432
mistral,Cross-Platform Synchronization,Keeping up with friends,0.9924863950540305
mistral,Cross-Platform Synchronization,Play games,0.665175251145621
mistral,Cross-Platform Synchronization,Collaborate with others,0.6889581117683251
mistral,Cross-Platform Synchronization,Write notes,0.9897101938814663
mistral,Cross-Platform Synchronization,Search for offer on item,0.8035406066398
mistral,Cross-Platform Synchronization,List items for sale,0.9491837499731061
mistral,Customer Support,Broadcast messages to multiple contacts,0.9700284410357984
mistral,Customer Support,Send files,0.6178660604635008
mistral,Customer Support,Watch streams,0.9271406791214934
mistral,Customer Support,Go Live,0.9067853353945511
mistral,Customer Support,Play playlist on shuffle mode,0.9785762406467612
mistral,Customer Support,Access to podcasts,0.9888016727081101
mistral,Customer Support,Build photo collage,0.7627349870701685
mistral,Customer Support,Photo effects,0.9379381040191908
mistral,Customer Support,Access to movies,0.9806767451295505
mistral,Customer Support,Rate movies,0.8185955185014976
mistral,Customer Support,Keeping up with friends,0.924365087145026
mistral,Customer Support,Play games,0.8689892708871814
mistral,Customer Support,Collaborate with others,0.8859716732058347
mistral,Customer Support,Write notes,0.9549986302967707
mistral,Customer Support,Search for offer on item,0.9819186793149081
mistral,Customer Support,List items for sale,0.9406910187988172
mistral,Customization Options,Broadcast messages to multiple contacts,0.9804017539574541
mistral,Customization Options,Send files,0.8529152852166682
mistral,Customization Options,Watch streams,0.9400610666194058
mistral,Customization Options,Go Live,0.8828823129938022
mistral,Customization Options,Play playlist on shuffle mode,0.9914947376191433
mistral,Customization Options,Access to podcasts,0.9430806015230099
mistral,Customization Options,Build photo collage,0.41502879110690394
mistral,Customization Options,Photo effects,0.9168586482573682
mistral,Customization Options,Access to movies,0.9680234433262159
mistral,Customization Options,Rate movies,0.7790088603084678
mistral,Customization Options,Keeping up with friends,0.9539386040682333
mistral,Customization Options,Play games,0.8529447211081717
mistral,Customization Options,Collaborate with others,0.854025193582736
mistral,Customization Options,Write notes,0.9399869980580497
mistral,Customization Options,Search for offer on item,0.9056135718560965
mistral,Customization Options,List items for sale,0.9815582341689433
mistral,Feature Breadth and Richness,Broadcast messages to multiple contacts,0.936087015988236
mistral,Feature Breadth and Richness,Send files,0.4573074769108668
mistral,Feature Breadth and Richness,Watch streams,0.9738734175820678
mistral,Feature Breadth and Richness,Go Live,0.9167344664509743
mistral,Feature Breadth and Richness,Play playlist on shuffle mode,0.9520317051940307
mistral,Feature Breadth and Richness,Access to podcasts,0.9850941044373487
mistral,Feature Breadth and Richness,Build photo collage,0.5190745735419251
mistral,Feature Breadth and Richness,Photo effects,0.9829843922974829
mistral,Feature Breadth and Richness,Access to movies,0.9581461033384893
mistral,Feature Breadth and Richness,Rate movies,0.871802627361222
mistral,Feature Breadth and Richness,Keeping up with friends,0.9866160625754844
mistral,Feature Breadth and Richness,Play games,0.8659730019846761
